asin,title,author,description,text
0615608868,Consequences,Aleatha Romig,"Every action has consequences.

Waking in an unfamiliar bedroom in a luxurious mansion, Claire Nichols is terrified to discover that a chance encounter led her into the cruel hands of her abductor, Anthony Rawlings. Claire has no understanding of why she's there, but it's been made abundantly clear--she is now his acquisition and every action has consequences.

Learn the rules to survive.

Facing incomprehensible circumstances, Claire must learn to survive her new reality--every aspect of her livelihood depends upon the tall, dark-eyed tycoon who is a true master of deception. Driven by unknown demons, he has no tolerance for imperfection, in any aspect of his life, including his recent acquisition. Anthony may appear to the world as a handsome, benevolent businessman, but in reality Claire knows firsthand that he's a menacing, controlling captor with very strict rules: do as you're told, public failure is not an option, and appearances are of the utmost importance.

Captivate the captor.

To fit together the pieces of the puzzle, Claire must follow his rules. Will her plan work, or will Anthony become enthralled by Claire's beauty, resilience, and determination, changing the game forever? If that happens, will either of them survive the consequences?

Nobody ever did or ever will escape the consequences of his choices.--Alfred A. Montapert","Consequences by Aleatha Romig. Every action has consequences.

Waking in an unfamiliar bedroom in a luxurious mansion, Claire Nichols is terrified to discover that a chance encounter led her into the cruel hands of her abductor, Anthony Rawlings. Claire has no understanding of why she's there, but it's been made abundantly clear--she is now his acquisition and every action has consequences.

Learn the rules to survive.

Facing incomprehensible circumstances, Claire must learn to survive her new reality--every aspect of her livelihood depends upon the tall, dark-eyed tycoon who is a true master of deception. Driven by unknown demons, he has no tolerance for imperfection, in any aspect of his life, including his recent acquisition. Anthony may appear to the world as a handsome, benevolent businessman, but in reality Claire knows firsthand that he's a menacing, controlling captor with very strict rules: do as you're told, public failure is not an option, and appearances are of the utmost importance.

Captivate the captor.

To fit together the pieces of the puzzle, Claire must follow his rules. Will her plan work, or will Anthony become enthralled by Claire's beauty, resilience, and determination, changing the game forever? If that happens, will either of them survive the consequences?

Nobody ever did or ever will escape the consequences of his choices.--Alfred A. Montapert"
0615680046,,,,0615680046
061568677X,,,,061568677X
0615694403,Collide,H.M. Ward,,Collide by H.M. Ward
0615741932,In Flight (Up In The Air) (Volume 1),R. K. Lilley,"Topics: Fiction, romance, erotic.","In Flight (Up In The Air) (Volume 1) by R. K. Lilley. Topics: Fiction, romance, erotic."
0615748996,,,,0615748996
0615752179,Mile High,R. K. Lilley,"Topics: Fiction, romance, general, Fiction, erotica, general, Flight attendants, Fiction, Agents de bord.","Mile High by R. K. Lilley. Topics: Fiction, romance, general, Fiction, erotica, general, Flight attendants, Fiction, Agents de bord."
0615757375,,,,0615757375
0615764037,Rock chick,alexa riley,"Eddie Chavez has the hots for Jet, but Jet has too many problems to realize that Eddie's interested. Eddie loses patience when Jet ends her night shift at a strip club with a knife at her throat. Since Eddie's a cop, he figures he can help. Jet's used to solving everyone's problems so she doesn't want Eddie's help. The problem is Jet's ne'er-do-well father has got himself in a heap of trouble, and in trying to get him out Jet buys herself even more.","Rock chick by alexa riley. Eddie Chavez has the hots for Jet, but Jet has too many problems to realize that Eddie's interested. Eddie loses patience when Jet ends her night shift at a strip club with a knife at her throat. Since Eddie's a cop, he figures he can help. Jet's used to solving everyone's problems so she doesn't want Eddie's help. The problem is Jet's ne'er-do-well father has got himself in a heap of trouble, and in trying to get him out Jet buys herself even more."
061576567X,Grounded,R. K. Lilley,"Topics: Fiction, romance, general, Fiction, erotica, general, Flight attendants, Fiction, Man-woman relationships.","Grounded by R. K. Lilley. Topics: Fiction, romance, general, Fiction, erotica, general, Flight attendants, Fiction, Man-woman relationships."
0615766412,Raid,alexa riley,"Topics: Fiction, erotica, general, Man-woman relationships, fiction.","Raid by alexa riley. Topics: Fiction, erotica, general, Man-woman relationships, fiction."
061577041X,Rock Chick (Volume 1),alexa riley,"Topics: Fiction, romance, erotic, Man-woman relationships, fiction, Denver (colo.), fiction, Crime, fiction.","Rock Chick (Volume 1) by alexa riley. Topics: Fiction, romance, erotic, Man-woman relationships, fiction, Denver (colo.), fiction, Crime, fiction."
0615771106,Torn,K. A. Robinson,"""Chloe hasn't had the best life. With a mother who is gone more often than not, she has had to raise herself. After graduating high school, she leaves to start a new life away at West Virginia University with her best friends Amber and Logan, determined to leave her demons in the past. On her first day, she meets a stranger who takes her breath away at first sight. Until she met Drake, no one had ever sparked her interest. Now this tattooed and pierced bad boy is all she can think about, no matter how hard she fights it. Falling for Drake was never part of her plans, but when it happens, things seem to do anything but fall into place. Dealing with a tragic past, Drake has never cared about anyone else but himself and his band. But when Chloe takes the empty seat next to him in class, things start to change. Instantly drawn to her, he begins to wonder if one girl can take a cold hearted womanizer and change every part of him? Long hidden feelings are revealed and friendships tested to the brink.""--Page 4 of cover.","Torn by K. A. Robinson. ""Chloe hasn't had the best life. With a mother who is gone more often than not, she has had to raise herself. After graduating high school, she leaves to start a new life away at West Virginia University with her best friends Amber and Logan, determined to leave her demons in the past. On her first day, she meets a stranger who takes her breath away at first sight. Until she met Drake, no one had ever sparked her interest. Now this tattooed and pierced bad boy is all she can think about, no matter how hard she fights it. Falling for Drake was never part of her plans, but when it happens, things seem to do anything but fall into place. Dealing with a tragic past, Drake has never cared about anyone else but himself and his band. But when Chloe takes the empty seat next to him in class, things start to change. Instantly drawn to her, he begins to wonder if one girl can take a cold hearted womanizer and change every part of him? Long hidden feelings are revealed and friendships tested to the brink.""--Page 4 of cover."
