asin,title,author,description,text
1442488697,Breathe,Abbi Glines,"""It was only supposed to be a summer job, not a summer fling. Just a quick way for seventeen-year-old Sadie to earn some money to support her very helpless--and very pregnant--single mother. But even with the help of her cute and friendly coworker, Marcus, Sadie learns firsthand that working as a domestic servant is tough, especially when the house is owned by none other than Jax Stone, one of the hottest teen rock stars in the world.""--Page 4 of cover.","Breathe by Abbi Glines. ""It was only supposed to be a summer job, not a summer fling. Just a quick way for seventeen-year-old Sadie to earn some money to support her very helpless--and very pregnant--single mother. But even with the help of her cute and friendly coworker, Marcus, Sadie learns firsthand that working as a domestic servant is tough, especially when the house is owned by none other than Jax Stone, one of the hottest teen rock stars in the world.""--Page 4 of cover."
1451533969,Love Unscripted,Tina Reber,,Love Unscripted by Tina Reber
1452645493,,,,1452645493
1452662673,,,,1452662673
1452663874,,,,1452663874
1452664935,,,,1452664935
1453720693,Rock Chick Redemption,alexa riley,,Rock Chick Redemption by alexa riley
1455548987,The edge of never,J. A. Redmerski,,The edge of never by J. A. Redmerski
1455549002,The edge of always,J. A. Redmerski,"Camryn Bennett has never been happier. Five months after meeting on a Greyhound bus, she and her soul mate Andrew Parrish are engaged and a wedding isnt the only special event in their future. Nervous but excited, Camryn can't wait to begin the rest of her life with Andrew, a man she knows in her heart will love her always. They have so much to look forward to, until tragedy blindsides them. Andrew doesn't understand how this could happen to them. He's trying to move on, and thought Camryn was doing the same. But when Andrew discovers Camryn is secretly harboring a mountain of pain and attempting to numb it in damaging ways, there is nothing he won't do to bring her back to life. Determined to prove that their love can survive anything, Andrew decides to take Camryn on a new journey filled with hope and passion. If only he can convince her to come along for the ride.","The edge of always by J. A. Redmerski. Camryn Bennett has never been happier. Five months after meeting on a Greyhound bus, she and her soul mate Andrew Parrish are engaged and a wedding isnt the only special event in their future. Nervous but excited, Camryn can't wait to begin the rest of her life with Andrew, a man she knows in her heart will love her always. They have so much to look forward to, until tragedy blindsides them. Andrew doesn't understand how this could happen to them. He's trying to move on, and thought Camryn was doing the same. But when Andrew discovers Camryn is secretly harboring a mountain of pain and attempting to numb it in damaging ways, there is nothing he won't do to bring her back to life. Determined to prove that their love can survive anything, Andrew decides to take Camryn on a new journey filled with hope and passion. If only he can convince her to come along for the ride."
1455550833,If you leave,"Cole, Courtney (Novelist)","""Ex-Army Ranger Gabriel Vincent is a hero. Or he used to be. Home from Afghanistan, Gabe can't stop thinking about that one horrible night on the battlefield, a night that changed his life forever. He know's he's messed up, but with the help of a little beer and a lot more women, he's keeping it together. Until he meets Madison Hill. Madison is happily single--or so she thinks. After the tragic death of her parents, she took on the responsibility of running the family restaurant, and that's just about all she has time to worry about. Until she meets Gabriel Vincent""--Page [4] of cover.","If you leave by Cole, Courtney (Novelist). ""Ex-Army Ranger Gabriel Vincent is a hero. Or he used to be. Home from Afghanistan, Gabe can't stop thinking about that one horrible night on the battlefield, a night that changed his life forever. He know's he's messed up, but with the help of a little beer and a lot more women, he's keeping it together. Until he meets Madison Hill. Madison is happily single--or so she thinks. After the tragic death of her parents, she took on the responsibility of running the family restaurant, and that's just about all she has time to worry about. Until she meets Gabriel Vincent""--Page [4] of cover."
1455557714,Before We Fall,Courtney Cole,,Before We Fall by Courtney Cole
1455574449,Forgotten Sins,Rebecca Zanetti,,Forgotten Sins by Rebecca Zanetti
1455574856,The secret of Ella and Micha,Jessica Sorensen,"Ella and Micha have been best friends since they were kids. But one tragic night shatters their friendship and their lives forever. Ella fears everything she worked so hard to bury since then might resurface, especially with Micha living right next door. Micha is sexy, smart, confident, and can get under Ella's skin like no one else can. He knows everything about her, including her darkest secrets. And he is determined to bring his best friend, and the girl he loves back, no matter what it takes.","The secret of Ella and Micha by Jessica Sorensen. Ella and Micha have been best friends since they were kids. But one tragic night shatters their friendship and their lives forever. Ella fears everything she worked so hard to bury since then might resurface, especially with Micha living right next door. Micha is sexy, smart, confident, and can get under Ella's skin like no one else can. He knows everything about her, including her darkest secrets. And he is determined to bring his best friend, and the girl he loves back, no matter what it takes."
1455574880,The Forever of Ella and Micha,Jessica Sorensen,"""From the New York Times bestselling author of The Secret of Ella and Micha comes a new story of hope, heartbreak, and the power of young love. THE FOREVER OF ELLA AND MICHA Ella is back at school, trying to focus on her future and forget the darkness of her past. Still, her ongoing family drama is making it harder and harder to get through the days. All she really wants is Micha, but no way will she let her problems get in the way of his dreams. Micha is busy touring the country with his band, seemingly getting everything he's ever wanted. But deep down he knows something is missing. Being away from Ella is harder than he expected. And while he longs to have her with him, he won't ask her to leave college just to be at his side. When Ella and Micha are together, anything seems possible. but lately those shared moments aren't so easy to find. When a new tragedy shakes their already fragile world, one of them will make a dramatic choice that could break them apart forever""--","The Forever of Ella and Micha by Jessica Sorensen. ""From the New York Times bestselling author of The Secret of Ella and Micha comes a new story of hope, heartbreak, and the power of young love. THE FOREVER OF ELLA AND MICHA Ella is back at school, trying to focus on her future and forget the darkness of her past. Still, her ongoing family drama is making it harder and harder to get through the days. All she really wants is Micha, but no way will she let her problems get in the way of his dreams. Micha is busy touring the country with his band, seemingly getting everything he's ever wanted. But deep down he knows something is missing. Being away from Ella is harder than he expected. And while he longs to have her with him, he won't ask her to leave college just to be at his side. When Ella and Micha are together, anything seems possible. but lately those shared moments aren't so easy to find. When a new tragedy shakes their already fragile world, one of them will make a dramatic choice that could break them apart forever""--"
